issuer,ticker,fiscal_year,report_date,market_equity,equity_volatility,short_term_debt,long_term_debt,default_point,asset_value_A,asset_vol_sigmaA,DD,PD,classification
AMD,AMD,1993.0,1993-12-26,343158620160.0,0.6053405337343142,,,,,,,,unknown
AMD,AMD,1994.0,1994-12-25,343158620160.0,0.6053405337343142,,,,,,,,unknown
AMD,AMD,1995.0,1995-12-31,343158620160.0,0.6053405337343142,,,,,,,,unknown
AMD,AMD,1996.0,1996-12-29,343158620160.0,0.6053405337343142,,,,,,,,unknown
AMD,AMD,1997.0,1997-09-28,343158620160.0,0.6053405337343142,5300.0,38417.0,24508.5,343158643473.20636,0.6456965263005603,25.2382051840803,7.630370263658669e-141,healthy
AMD,AMD,1998.0,1998-12-27,343158620160.0,0.6053405337343142,,,,,,,,unknown
AMD,AMD,1999.0,1999-09-26,343158620160.0,0.6053405337343142,4721.0,-98990.0,-44774.0,,,,,unknown
AMD,AMD,2000.0,2000-10-01,343158620160.0,0.6053405337343142,602150.0,262844.0,733572.0,343159317955.27136,0.6456952574929001,19.974311869896447,4.607242141936833e-89,healthy
AMD,AMD,2001.0,2001-12-30,343158620160.0,0.6053405337343142,,,,,,,,unknown
AMD,AMD,2002.0,2002-12-29,343158620160.0,0.6053405337343142,3.0,3.0,4.5,343158620164.2805,0.8071207127432675,30.70378310971544,2.5334531603602918e-207,healthy
AMD,AMD,2003.0,2003-12-28,343158620160.0,0.6053405337343142,1.0,1.0,1.5,343158620161.4268,0.8071207127523313,32.06493302324925,6.797768042309421e-226,healthy
AMD,AMD,2004.0,2004-12-26,343158620160.0,0.6053405337343142,1.0,1.0,1.5,343158620161.4268,0.8071207127523313,32.06493302324925,6.797768042309421e-226,healthy
AMD,AMD,2005.0,2005-12-25,343158620160.0,0.6053405337343142,21.0,1.0,21.5,343158620180.4514,0.8071207126919047,28.766061140624142,2.8519714992029822e-182,healthy
AMD,AMD,2006.0,2006-12-31,343158620160.0,0.6053405337343142,0.0,1.0,0.5,343158620160.4756,0.8071207127553528,33.426082937015636,2.865289677755122e-245,healthy
AMD,AMD,2007.0,2007-12-29,343158620160.0,0.6053405337343142,12.0,1.0,12.5,343158620171.8904,0.8071207127190967,29.437985775254358,8.969899496895419e-191,healthy
AMD,AMD,2008.0,2008-12-27,343158620160.0,0.6053405337343142,12.0,1.0,12.5,343158620171.8904,0.8071207127190967,29.437985775254358,8.969899496895419e-191,healthy
AMD,AMD,2009.0,2009-12-26,343158620160.0,0.6053405337343142,18.0,1.0,18.5,343158620177.5977,0.8071207127009687,28.95225658872516,1.314294725076785e-184,healthy
AMD,AMD,2010.0,2010-12-25,343158620160.0,0.6053405337343142,18.0,146.0,91.0,343158620246.5619,0.8071207124819217,26.978464139744258,1.322474373675876e-160,healthy
AMD,AMD,2011.0,2011-12-31,343158620160.0,0.6053405337343142,18.0,,,,,,,unknown
AMD,AMD,2012.0,2012-12-29,343158620160.0,0.6053405337343142,,,,,,,,unknown
AMD,AMD,2013.0,2013-12-28,343158620160.0,0.6053405337343142,18.0,,,,,,,unknown
AMD,AMD,2014.0,2014-12-27,343158620160.0,0.6053405337343142,18.0,146.0,91.0,343158620246.5619,0.8071207124819217,26.978464139744258,1.322474373675876e-160,healthy
AMD,AMD,2015.0,2015-12-26,343158620160.0,0.6053405337343142,,,,,,,,unknown
AMD,AMD,2016.0,2016-12-31,343158620160.0,0.6053405337343142,120.0,10.0,125.0,343158620278.9037,0.8071207123791967,26.58514722572139,5.040709596863205e-156,healthy
AMD,AMD,2017.0,2017-12-30,343158620160.0,0.6053405337343142,,,,,,,,unknown
AMD,AMD,2018.0,2018-12-29,343158620160.0,0.6053405337343142,120.0,,,,,,,unknown
AMD,AMD,2019.0,2019-12-28,343158620160.0,0.6053405337343142,,,,,,,,unknown
AMD,AMD,2020.0,2020-12-26,343158620160.0,0.6053405337343142,2490000000.0,1369000000.0,3174500000.0,346178010555.1024,1.1990437705324783,3.355131898887571,0.00039663575776863094,healthy
AMD,AMD,2021.0,2021-12-25,343158620160.0,0.6053405337343142,3162000000.0,3648000000.0,4986000000.0,347899846505.21014,1.1925026968820365,3.0056530053883472,0.0013250561439256626,healthy
AMD,AMD,2022.0,2022-12-31,343158620160.0,0.6053405337343142,1320000000.0,1264000000.0,1952000000.0,345015381520.64075,1.2035010482104573,3.7395290451426093,9.21826727668923e-05,healthy
AMD,AMD,2023.0,2023-12-30,343158620160.0,0.6053405337343142,,,,,,,,unknown
AMD,AMD,2024.0,2024-12-28,343158620160.0,0.6053405337343142,1641000000.0,1900000000.0,2591000000.0,345623128995.2193,1.2011687866145975,3.514828121880442,0.00022001934458138224,healthy
AMD,AMD,2025.0,2025-09-27,343158620160.0,0.6053405337343142,,,,,,,,unknown
Adobe,ADBE,1994.0,1994-11-25,151197597696.0,0.30821071641640807,-1.0,,84366.0,151197677947.42163,0.328757923362727,43.78569238404426,0.0,healthy
Adobe,ADBE,1995.0,1995-12-01,151197597696.0,0.30821071641640807,-1.0,,93157.5,151197686310.15512,0.32875790552548034,43.48417479796863,0.0,healthy
Adobe,ADBE,1996.0,1996-11-29,151197597696.0,0.30821071641640807,-1.0,,152885.5,151197743125.1862,0.32875778234129494,41.977314976264864,0.0,healthy
Adobe,ADBE,1997.0,1997-11-28,151197597696.0,0.30821071641640807,-1.0,,112323.5,151197704541.41827,0.32875786611627383,42.91509443905702,0.0,healthy
Adobe,ADBE,1998.0,1998-11-27,151197597696.0,0.30821071641640807,2.2,,125483.0,151197717059.1219,0.32875783862085534,42.57811108640089,0.0,healthy
Adobe,ADBE,1999.0,1999-12-03,151197597696.0,0.30821071641640807,237751000.0,,,,,,,unknown
Adobe,ADBE,2000.0,2000-12-01,151197597696.0,0.30821071641640807,287808000.0,,,,,,,unknown
Adobe,ADBE,2001.0,2001-11-30,151197597696.0,0.30821071641640807,285882000.0,,,,,,,unknown
Adobe,ADBE,2002.0,2002-11-29,151197597696.0,0.30821071641640807,-1.0,0.0,-1.0,,,,,unknown
Adobe,ADBE,2003.0,2003-11-28,151197597696.0,0.30821071641640807,2.0,90.0,47.0,151197597740.7078,0.4109476228355604,53.18747602364479,0.0,healthy
Adobe,ADBE,2004.0,2004-12-03,151197597696.0,0.30821071641640807,450398000.0,,,,,,,unknown
Adobe,ADBE,2005.0,2005-12-02,151197597696.0,0.30821071641640807,2.0,82.0,43.0,151197597736.90286,0.4109476228495259,53.403920846043405,0.0,healthy
Adobe,ADBE,2006.0,2006-12-01,151197597696.0,0.30821071641640807,24.0,0.0,24.0,151197597718.8295,0.4109476229158622,54.82294908501584,0.0,healthy
Adobe,ADBE,2007.0,2007-11-30,151197597696.0,0.30821071641640807,400853000.0,,,,,,,unknown
Adobe,ADBE,2008.0,2008-11-28,151197597696.0,0.30821071641640807,0.0,0.0,0.0,,,,,unknown
Adobe,ADBE,2009.0,2009-11-27,151197597696.0,0.30821071641640807,0.0,0.0,0.0,,,,,unknown
Adobe,ADBE,2010.0,2010-12-03,151197597696.0,0.30821071641640807,,,,,,,,unknown
Adobe,ADBE,2011.0,2011-12-02,151197597696.0,0.30821071641640807,,,,,,,,unknown
Adobe,ADBE,2012.0,2012-11-30,151197597696.0,0.30821071641640807,,,,,,,,unknown
Adobe,ADBE,2013.0,2013-11-29,151197597696.0,0.30821071641640807,,,,,,,,unknown
Adobe,ADBE,2014.0,2014-11-28,151197597696.0,0.30821071641640807,,,,,,,,unknown
Adobe,ADBE,2015.0,2015-11-27,151197597696.0,0.30821071641640807,2.0,120000000.0,60000002.0,151254671463.3725,0.30930263109049994,25.329695965233675,7.522253594118474e-142,healthy
Adobe,ADBE,2016.0,2016-12-02,151197597696.0,0.30821071641640807,2.0,120000000.0,60000002.0,151254671463.3725,0.30930263109049994,25.329695965233675,7.522253594118474e-142,healthy
Adobe,ADBE,2017.0,2017-12-01,151197597696.0,0.30821071641640807,2.0,120000000.0,60000002.0,151254671463.3725,0.30930263109049994,25.329695965233675,7.522253594118474e-142,healthy
Adobe,ADBE,2018.0,2018-11-30,151197597696.0,0.30821071641640807,2.0,120000000.0,60000002.0,151254671463.3725,0.30930263109049994,25.329695965233675,7.522253594118474e-142,healthy
Adobe,ADBE,2019.0,2019-11-29,151197597696.0,0.30821071641640807,2951458000.0,3268121000.0,4585518500.0,155559477819.7924,0.3007432525136321,11.73393479514124,4.269731472758356e-32,healthy
Adobe,ADBE,2020.0,2020-11-27,151197597696.0,0.30821071641640807,5260000000.0,4237000000.0,7378500000.0,158216243825.5504,0.5864014133297015,5.0195292635789786,2.589912728405879e-07,healthy
Adobe,ADBE,2021.0,2021-12-03,151197597696.0,0.30821071641640807,4822000000.0,5802000000.0,7723000000.0,158543942281.32867,0.5850724354217102,4.9578032577092035,3.564735262835135e-07,healthy
Adobe,ADBE,2022.0,2022-12-02,151197597696.0,0.30821071641640807,4756000000.0,6098000000.0,7805000000.0,158621943070.92587,0.5847567901585622,4.943574657523585,3.8351478466430524e-07,healthy
Adobe,ADBE,2023.0,2023-12-01,151197597696.0,0.30821071641640807,5428000000.0,6650000000.0,8753000000.0,159523708146.2936,0.5811331201552972,4.790534396713903,8.316885222828009e-07,healthy
Adobe,ADBE,2024.0,2024-11-29,151197597696.0,0.30821071641640807,5560000000.0,6741000000.0,8930500000.0,159692551251.15643,0.5804592790478753,4.764006089894973,9.489338632433848e-07,healthy
Adobe,ADBE,2025.0,2025-08-29,151197597696.0,0.30821071641640807,1772000000.0,2173000000.0,2858500000.0,153916687005.9353,0.3039531772572215,13.126760903950535,1.1567098834896732e-39,healthy
Amazon,AMZN,1997.0,1997-09-30,2418019926016.0,0.34861381553329185,382.0,,28723.5,2418019953338.638,0.37185473289383164,49.022802869831324,0.0,healthy
Amazon,AMZN,1998.0,1998-12-31,2418019926016.0,0.34861381553329185,-124546.0,,324230.0,2418020234433.116,0.37185468982944037,42.50483937405517,0.0,healthy
Amazon,AMZN,1999.0,1999-12-31,2418019926016.0,0.34861381553329185,-719968.0,,1235775.5,2418021101522.0176,0.37185455619183366,38.90667246736802,0.0,healthy
Amazon,AMZN,2000.0,2000-09-30,2418019926016.0,0.34861381553329185,0.25,,1127313.5,2418020998349.772,0.3718545725607725,39.15370628349664,0.0,healthy
Amazon,AMZN,2001.0,2001-09-30,2418019926016.0,0.34861381553329185,3.0,,,,,,,unknown
Amazon,AMZN,2002.0,2002-12-31,2418019926016.0,0.34861381553329185,2.0,2.0,3.0,2418019926018.8535,0.4648184218214261,58.85594987885297,0.0,healthy
Amazon,AMZN,2003.0,2003-12-31,2418019926016.0,0.34861381553329185,148.0,0.0,148.0,2418019926156.7817,0.46481842178562094,50.4685887068531,0.0,healthy
Amazon,AMZN,2004.0,2004-12-31,2418019926016.0,0.34861381553329185,31.0,0.0,31.0,2418019926045.4883,0.46481842181451205,53.83167630062586,0.0,healthy
Amazon,AMZN,2005.0,2005-12-31,2418019926016.0,0.34861381553329185,1.0,432.0,217.0,2418019926222.417,0.4648184217685825,49.64528855143909,0.0,healthy
Amazon,AMZN,2006.0,2006-12-31,2418019926016.0,0.34861381553329185,1.0,1.0,1.5,2418019926017.427,0.46481842182179656,60.34717128488218,0.0,healthy
Amazon,AMZN,2007.0,2007-12-31,2418019926016.0,0.34861381553329185,1.0,1.0,1.5,2418019926017.427,0.46481842182179656,60.34717128488218,0.0,healthy
Amazon,AMZN,2008.0,2008-12-31,2418019926016.0,0.34861381553329185,1.0,1.0,1.5,2418019926017.427,0.46481842182179656,60.34717128488218,0.0,healthy
Amazon,AMZN,2009.0,2009-12-31,2418019926016.0,0.34861381553329185,476000000.0,655000000.0,803500000.0,2418784238858.5864,0.3498703380084043,22.861594454977002,5.603094795458701e-116,healthy
Amazon,AMZN,2010.0,2010-12-31,2418019926016.0,0.34861381553329185,1.0,1.0,1.5,2418019926017.427,0.46481842182179656,60.34717128488218,0.0,healthy
Amazon,AMZN,2011.0,2011-12-31,2418019926016.0,0.34861381553329185,1.0,1.0,1.5,2418019926017.427,0.46481842182179656,60.34717128488218,0.0,healthy
Amazon,AMZN,2012.0,2012-12-31,2418019926016.0,0.34861381553329185,1.0,1.0,1.5,2418019926017.427,0.46481842182179656,60.34717128488218,0.0,healthy
Amazon,AMZN,2013.0,2013-12-31,2418019926016.0,0.34861381553329185,2.0,10.0,7.0,2418019926022.6587,0.4648184218204384,57.033092133652936,0.0,healthy
Amazon,AMZN,2014.0,2014-12-31,2418019926016.0,0.34861381553329185,2.0,10.0,7.0,2418019926022.6587,0.4648184218204384,57.033092133652936,0.0,healthy
Amazon,AMZN,2015.0,2015-12-31,2418019926016.0,0.34861381553329185,2.0,10.0,7.0,2418019926022.6587,0.4648184218204384,57.033092133652936,0.0,healthy
Amazon,AMZN,2016.0,2016-12-31,2418019926016.0,0.34861381553329185,2.0,2.0,3.0,2418019926018.8535,0.4648184218214261,58.85594987885297,0.0,healthy
Amazon,AMZN,2017.0,2017-12-31,2418019926016.0,0.34861381553329185,2.0,2.0,3.0,2418019926018.8535,0.4648184218214261,58.85594987885297,0.0,healthy
Amazon,AMZN,2018.0,2018-12-31,2418019926016.0,0.34861381553329185,2.0,2.0,3.0,2418019926018.8535,0.4648184218214261,58.85594987885297,0.0,healthy
Amazon,AMZN,2019.0,2019-12-31,2418019926016.0,0.34861381553329185,11588000000.0,14541000000.0,18858500000.0,2435958686117.947,0.3474036150319448,13.962972987518464,1.31130683297766e-44,healthy
Amazon,AMZN,2020.0,2020-12-31,2418019926016.0,0.34861381553329185,21331000000.0,22899000000.0,32780500000.0,2449201702165.8457,0.34552517309383773,12.456371056935684,6.455667391464741e-36,healthy
Amazon,AMZN,2021.0,2021-12-31,2418019926016.0,0.34861381553329185,33364000000.0,24879000000.0,45803500000.0,2461589562961.1187,0.3650968396479259,10.86712837423919,8.266129873071909e-28,healthy
Amazon,AMZN,2022.0,2022-12-31,2418019926016.0,0.34861381553329185,2722000000.0,12248000000.0,8846000000.0,2426434501505.1333,0.34876723746977917,16.066284045852488,2.1983237993253015e-58,healthy
Amazon,AMZN,2023.0,2023-12-31,2418019926016.0,0.34861381553329185,30425000000.0,36852000000.0,48851000000.0,2464488434632.284,0.3420406201134149,11.438608636717955,1.3407566469093762e-30,healthy
Amazon,AMZN,2024.0,2024-12-31,2418019926016.0,0.34861381553329185,59248000000.0,68593000000.0,93544500000.0,2507002189276.87,0.6700396823312916,4.647380157750993,1.680886407067895e-06,healthy
Amazon,AMZN,2025.0,2025-09-30,2418019926016.0,0.34861381553329185,21187000000.0,17422000000.0,29898000000.0,2446459783349.722,0.3459124286130374,12.704886023062755,2.7775152439275366e-37,healthy
Apple,AAPL,1993.0,1993-12-31,4129783545856.0,0.3274188818527714,40018.0,64707.0,72371.5,4129783614697.9004,0.34924680234464,51.10624203064332,0.0,healthy
Apple,AAPL,1994.0,1994-09-30,4129783545856.0,0.3274188818527714,310178.0,522274.0,571315.0,4129784089307.6387,0.3492467621722606,45.19029323001439,0.0,healthy
Apple,AAPL,1995.0,1995-09-29,4129783545856.0,0.3274188818527714,424.0,684.0,766.0,4129783546584.6416,0.4365585101441239,51.22514337880418,0.0,healthy
Apple,AAPL,1996.0,1996-09-27,4129783545856.0,0.3274188818527714,-816.0,-1383.0,-1507.5,,,,,unknown
Apple,AAPL,1997.0,1997-09-26,4129783545856.0,0.3274188818527714,-1045.0,-1070.0,-1580.0,,,,,unknown
Apple,AAPL,1998.0,1998-12-26,4129783545856.0,0.3274188818527714,152.0,127.0,215.5,4129783546060.9897,0.43655851021887676,54.13018640630646,0.0,healthy
Apple,AAPL,1999.0,1999-09-25,4129783545856.0,0.3274188818527714,601.0,44.0,623.0,4129783546448.6157,0.4365585101635421,51.6984720280146,0.0,healthy
Apple,AAPL,2000.0,2000-09-30,4129783545856.0,0.3274188818527714,786.0,620.0,1096.0,4129783546898.5474,0.4365585100993129,50.404542503803825,0.0,healthy
Apple,AAPL,2001.0,2001-12-29,4129783545856.0,0.3274188818527714,38000.0,,,,,,,unknown
Apple,AAPL,2002.0,2002-09-28,4129783545856.0,0.3274188818527714,65000.0,17000.0,73500.0,4129783615771.363,0.3492468022229789,51.061938620801065,0.0,healthy
Apple,AAPL,2003.0,2003-09-27,4129783545856.0,0.3274188818527714,69000.0,,,,,,,unknown
Apple,AAPL,2004.0,2004-09-25,4129783545856.0,0.3274188818527714,276000.0,326000.0,439000.0,4129783963445.7173,0.34924677262044546,45.944604572562646,0.0,healthy
Apple,AAPL,2005.0,2005-09-24,4129783545856.0,0.3274188818527714,9.0,151.0,84.5,4129783545936.379,0.43655851023666536,56.27470850867551,0.0,healthy
Apple,AAPL,2006.0,2006-09-30,4129783545856.0,0.3274188818527714,7.0,8.0,11.0,4129783545866.4634,0.43655851024664594,60.945001752598095,0.0,healthy
Apple,AAPL,2007.0,2007-09-29,4129783545856.0,0.3274188818527714,3496000.0,4409000.0,5700500.0,4129788968339.3345,0.34924634928600146,38.60368618713938,0.0,healthy
Apple,AAPL,2008.0,2008-09-27,4129783545856.0,0.3274188818527714,1989000.0,2453000.0,3215500.0,4129786604534.2144,0.3492465492733682,40.24310871662857,0.0,healthy
Apple,AAPL,2009.0,2009-09-26,4129783545856.0,0.3274188818527714,1328000.0,4407000.0,3531500.0,4129786905122.7124,0.3492465242267284,39.974705891449325,0.0,healthy
Apple,AAPL,2010.0,2010-09-25,4129783545856.0,0.3274188818527714,1.0,2.4,2.2,4129783545858.093,0.43655851024784104,64.63165056273127,0.0,healthy
Apple,AAPL,2011.0,2011-09-24,4129783545856.0,0.3274188818527714,1.0,3.3,2.65,4129783545858.521,0.4365585102477797,64.20535654884493,0.0,healthy
Apple,AAPL,2012.0,2012-09-29,4129783545856.0,0.3274188818527714,1.0,4.7,3.35,4129783545859.1865,0.4365585102476848,63.66842804938776,0.0,healthy
Apple,AAPL,2013.0,2013-09-28,4129783545856.0,0.3274188818527714,1.0,4.0,3.0,4129783545858.8535,0.4365585102477323,63.921196131043345,0.0,healthy
Apple,AAPL,2014.0,2014-09-27,4129783545856.0,0.3274188818527714,39510.0,4.6,39512.3,4129783583441.262,0.3492468050197539,52.83911519004715,0.0,healthy
Apple,AAPL,2015.0,2015-09-26,4129783545856.0,0.3274188818527714,53394.0,71230.0,89009.0,4129783630523.98,0.3492468010714062,50.51375315816287,0.0,healthy
Apple,AAPL,2016.0,2016-09-24,4129783545856.0,0.3274188818527714,2.0,2.0,3.0,4129783545858.8535,0.4365585102477323,63.921196131043345,0.0,healthy
Apple,AAPL,2017.0,2017-09-30,4129783545856.0,0.3274188818527714,2.0,2.0,3.0,4129783545858.8535,0.4365585102477323,63.921196131043345,0.0,healthy
Apple,AAPL,2018.0,2018-09-29,4129783545856.0,0.3274188818527714,2.0,2.0,3.0,4129783545858.8535,0.4365585102477323,63.921196131043345,0.0,healthy
Apple,AAPL,2019.0,2019-09-28,4129783545856.0,0.3274188818527714,55256000000.0,63930000000.0,87221000000.0,4212750727490.377,0.32222928869444223,12.027181401216387,1.2787161957644236e-33,healthy
Apple,AAPL,2020.0,2020-09-26,4129783545856.0,0.3274188818527714,57411000000.0,,129274500000.0,4252753253248.8174,0.6340213115431578,5.2717349611374935,6.757006853375498e-08,healthy
Apple,AAPL,2021.0,2021-09-25,4129783545856.0,0.3274188818527714,94680000000.0,108949000000.0,149154500000.0,4271663692274.707,0.6309370599777652,5.080911217411326,1.878143282716874e-07,healthy
Apple,AAPL,2022.0,2022-09-24,4129783545856.0,0.3274188818527714,99803000000.0,119437000000.0,159521500000.0,4281525085721.68,0.629340406636723,4.992292147971655,2.983345520493184e-07,healthy
Apple,AAPL,2023.0,2023-09-30,4129783545856.0,0.3274188818527714,96995000000.0,114301000000.0,154145500000.0,4276411277483.2905,0.6301673709338247,5.037418910344726,2.3592567637912933e-07,healthy
Apple,AAPL,2024.0,2024-09-28,4129783545856.0,0.3274188818527714,93736000000.0,123216000000.0,155344000000.0,4277551325715.141,0.6299828277175433,5.0272081572917475,2.488360264954773e-07,healthy
Apple,AAPL,2025.0,2025-09-27,4129783545856.0,0.3274188818527714,112010000000.0,133050000000.0,178535000000.0,4299611279618.0815,0.6264329353365037,4.845348886722673,6.319468983819605e-07,healthy
Cisco,CSCO,1995.0,1995-10-26,307395166208.0,0.23735435576293445,,4.8,878639.5,307396001995.7459,0.2531772918546896,50.49119228069473,0.0,healthy
Cisco,CSCO,1996.0,1996-07-28,307395166208.0,0.23735435576293445,,1400806.0,1815116.0,307396892799.7481,0.25317655821874946,47.625643244893254,0.0,healthy
Cisco,CSCO,1997.0,1997-07-26,307395166208.0,0.23735435576293445,13.01,,,,,,,unknown
Cisco,CSCO,1998.0,1998-07-25,307395166208.0,0.23735435576293445,,,,,,,,unknown
Cisco,CSCO,1999.0,1999-10-30,307395166208.0,0.23735435576293445,438.0,685.0,780.5,307395166950.4346,0.2531779797309102,78.2430434193708,0.0,healthy
Cisco,CSCO,2000.0,2000-07-29,307395166208.0,0.23735435576293445,,,,,,,,unknown
Cisco,CSCO,2001.0,2001-07-28,307395166208.0,0.23735435576293445,,,,,,,,unknown
Cisco,CSCO,2002.0,2002-07-27,307395166208.0,0.23735435576293445,,,,,,,,unknown
Cisco,CSCO,2003.0,2003-07-26,307395166208.0,0.23735435576293445,0.0,,,,,,,unknown
Cisco,CSCO,2004.0,2004-07-31,307395166208.0,0.23735435576293445,0.0,,,,,,,unknown
Cisco,CSCO,2005.0,2005-07-30,307395166208.0,0.23735435576293445,0.0,,,,,,,unknown
Cisco,CSCO,2006.0,2006-07-29,307395166208.0,0.23735435576293445,0.0,,,,,,,unknown
Cisco,CSCO,2007.0,2007-07-28,307395166208.0,0.23735435576293445,6.0,,,,,,,unknown
Cisco,CSCO,2008.0,2008-07-26,307395166208.0,0.23735435576293445,6.0,,,,,,,unknown
Cisco,CSCO,2009.0,2009-07-25,307395166208.0,0.23735435576293445,6.0,,,,,,,unknown
Cisco,CSCO,2010.0,2010-07-31,307395166208.0,0.23735435576293445,6.0,,,,,,,unknown
Cisco,CSCO,2011.0,2011-07-30,307395166208.0,0.23735435576293445,12.0,1.0,12.5,307395166219.8904,0.3164724754451591,75.60086813674258,0.0,healthy
